Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,GoogleIndex,DNS,DomainAge,DomainEnd,iFrame,Mouse_Over,Right_Click,Web_Forwards,count-,count@,count?,count%,count.,count=,count-http,count-https,count-www,count-digits,count-letters,Label
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,4,2,0,1,0,0,11,76,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,5,66,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,2,0,1,0,0,0,72,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,32,1,0,1,0,0,41,48,0
thechive.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,13,0,0,0,1,0,1,0,0,10,74,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,2,0,1,0,0,9,95,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,38,1,0,1,0,0,46,54,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,33,1,0,1,0,0,29,55,0
variety.com,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,1,25,0,0,0,1,0,1,0,0,28,165,0
otomoto.pl,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,0,4,75,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,6,0,0,0,1,0,1,0,0,7,74,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,86,2,1,2,0,0,118,125,0
olx.ro,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,1,0,1,0,0,1,98,0
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,3,1,0,0,7,66,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,10,65,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,1,0,1,0,0,2,63,0
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,11,0,0,0,1,0,1,0,0,6,81,0
mic.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,13,0,0,0,1,0,1,0,0,5,74,0
olx.ro,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,1,0,1,0,0,1,92,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,3,5,1,0,0,26,76,0
variety.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,18,65,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,9,1,1,0,0,31,88,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,15,0,0,0,1,0,1,0,0,0,106,0
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,1,0,1,0,0,17,60,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,8,0,0,0,2,0,1,0,0,8,66,0
kotaku.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,10,68,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,22,51,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,8,0,0,0,2,0,1,0,0,31,50,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,6,0,1,0,1,1,1,0,0,8,65,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,82,1,0,1,0,0,86,114,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,22,1,0,1,0,0,21,41,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,11,73,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,15,0,0,0,1,0,1,0,0,6,90,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,11,0,1,0,1,1,1,0,0,8,105,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,21,52,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,71,2,1,2,0,0,83,130,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,14,2,0,1,0,0,13,50,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,2,0,2,2,6,2,2,0,0,14,59,0
wpengine.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,8,80,0
prezi.com,0,0,1,4,0,1,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,1,0,0,68,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,6,75,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,72,1,0,1,0,0,88,104,0
katproxy.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,7,0,1,0,1,1,1,0,0,14,67,0
indianexpress.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,4,81,0
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,1,0,1,0,0,0,70,0
mirtesen.ru,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,24,1,0,1,0,0,26,44,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,8,91,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,10,63,0
yourlust.com,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,0,10,0,0,0,2,0,1,0,0,0,76,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,1,1,0,13,0,0,0,1,0,1,0,0,6,92,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,0,1,0,1,0,0,4,69,0
twitter.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,89,2,1,2,1,0,119,131,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,8,0,0,0,1,0,1,0,0,0,80,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,5,5,0,1,0,0,22,60,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,8,0,1,6,3,3,2,0,0,28,132,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,16,0,0,0,1,0,1,0,0,1,109,0
medium.com,0,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,5,1,1,0,1,1,1,1,0,9,81,0
patch.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,11,0,0,0,1,0,1,0,0,0,105,0
popupads.ir,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,3,0,1,30,1,1,1,0,0,25,56,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,13,0,0,0,1,0,1,0,0,0,104,0
twitter.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,44,2,1,2,1,0,57,103,0
haberler.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,1,0,1,0,0,14,105,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,11,0,0,0,1,0,1,0,0,10,100,0
buzzfil.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,2,0,1,0,0,2,74,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,44,2,1,2,0,0,57,102,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,1,1,1,1,1,1,4,0,0,0,2,0,1,0,0,1,82,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,10,0,1,0,0,8,73,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,1,0,1,0,0,0,95,0
dantri.com.vn,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,3,0,1,0,0,6,59,0
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,10,0,0,0,1,0,1,0,0,17,56,0
atwiki.jp,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,4,3,2,1,0,0,4,73,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,14,0,0,0,1,0,1,0,0,0,106,0
wpengine.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,12,0,0,0,1,0,1,0,0,0,73,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,2,71,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,0,80,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,2,0,1,0,0,3,69,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,8,0,0,0,1,0,1,0,0,6,69,0
perezhilton.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,6,0,1,0,1,2,1,0,0,6,90,0
espn.go.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0,7,0,0,0,2,0,1,0,0,8,82,0
web.de,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,12,0,0,0,1,0,1,0,0,8,117,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,2,1,0,0,0,87,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,0,2,0,1,0,0,0,71,0
searchengineland.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,1,0,1,0,0,6,64,0
kotaku.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,11,57,0
mic.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,15,0,0,0,1,0,1,0,0,8,86,0
twitter.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,4,0,1,35,5,2,2,1,0,61,109,0
mic.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,6,84,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,8,82,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,18,0,0,0,2,0,1,0,0,3,71,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,32,1,0,1,0,0,38,50,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,31,2,4,1,0,0,35,107,0
telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,3,0,1,0,0,7,74,0
censor.net.ua,0,0,1,14,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,5,63,0
distractify.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,14,0,0,0,1,0,1,0,0,0,93,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,6,65,0
variety.com,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,1,25,0,0,0,1,0,1,0,0,28,158,0
nymag.com,0,0,1,10,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,0,1,0,1,0,0,14,87,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,2,0,1,0,0,1,74,0
icicibank.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,6,0,1,0,2,1,1,0,0,17,75,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,0,91,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,1,1,0,0,8,71,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,19,54,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,25,0,0,0,2,0,1,0,0,7,103,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,8,82,0
slickdeals.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,16,0,1,0,1,1,1,0,0,13,91,0
otomoto.pl,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,3,0,1,4,1,1,1,0,0,17,57,0
perezhilton.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,13,0,1,0,1,1,1,0,0,8,100,0
web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,6,0,0,0,1,0,1,0,0,8,62,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,6,97,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,7,76,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,2,64,0
hdfcbank.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,6,0,0,0,1,0,1,0,0,0,70,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,21,1,0,1,0,0,21,56,0
web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,6,0,0,0,1,0,1,0,0,8,70,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,65,2,1,2,0,0,84,119,0
olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,0,1,0,1,0,0,1,100,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,8,1,1,0,0,31,79,0
otomoto.pl,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,2,0,1,0,0,11,73,0
bleacherreport.com,0,0,1,2,0,0,1,0,0,1,1,1,0,1,1,0,12,0,0,0,1,0,1,0,0,8,88,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,5,1,0,0,27,83,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,10,1,1,0,0,37,76,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0,14,0,0,0,2,0,1,0,0,8,96,0
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,13,0,0,0,2,0,1,0,0,11,67,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,7,1,1,0,0,33,79,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,1,0,1,0,0,2,82,0
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,0,1,0,0,11,60,0
searchengineland.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,11,0,0,0,1,0,1,0,0,6,88,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,2,0,1,0,0,0,91,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,7,0,1,0,0,17,59,0
motthegioi.vn,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,0,2,0,1,0,0,6,77,0
caixa.gov.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,0,2,0,1,0,0,0,75,0
digg.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,0,71,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,8,0,1,2,2,4,1,0,0,9,74,0
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,3,1,0,0,7,66,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,1,0,1,0,0,10,62,0
nesn.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,1,0,1,0,0,6,85,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,9,1,0,0,6,82,0
slashdot.org,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,11,0,0,0,1,0,1,0,0,7,90,0
bigcinema.tv,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,24,1,0,1,0,0,25,41,0
web.de,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,8,63,0
indianexpress.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,15,0,0,0,1,0,1,0,0,0,121,0
nymag.com,0,0,1,9,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,0,1,0,0,14,63,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,21,52,0
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,2,0,1,0,0,1,71,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,6,2,4,1,0,0,12,55,0
mic.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,13,0,0,0,1,0,1,0,0,6,82,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,3,5,1,0,0,28,72,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,2,0,1,0,0,1,78,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,20,0,1,0,2,1,1,0,0,5,141,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,2,1,2,1,0,0,2,105,0
otomoto.pl,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,0,7,66,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,44,1,0,1,0,0,50,62,0
doodle.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,3,1,0,0,0,72,0
babal.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,70,1,0,1,0,0,81,91,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,8,0,0,0,1,0,1,0,0,10,68,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,2,0,1,0,0,0,101,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,5,0,0,0,1,0,1,0,0,7,73,0
olx.co.id,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,2,0,1,2,2,4,1,0,0,3,88,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,2,2,4,4,2,0,1,23,55,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,12,1,1,0,0,35,102,0
udn.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,33,1,0,1,0,0,48,49,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,5,80,0
olx.ro,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,3,106,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,6,102,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,3,98,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,11,74,0
wikimapia.org,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,26,1,0,1,0,0,37,41,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,9,1,0,0,6,82,0
perezhilton.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,12,0,1,0,1,1,1,0,0,8,83,0
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,41,50,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,9,1,0,0,5,82,0
themeforest.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,0,1,0,1,0,0,8,65,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,0,1,0,0,7,73,0
nesn.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,6,77,0
pikabu.ru,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,7,78,0
searchengineland.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,12,0,0,0,1,0,1,0,0,6,88,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,5,6,1,0,0,28,84,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,6,0,1,2,3,1,1,0,0,10,66,0
espn.go.com,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,0,12,0,0,0,2,0,1,0,0,16,82,0
nesn.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,10,65,0
deadspin.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,9,0,0,0,1,0,1,0,0,7,68,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,7,0,1,0,0,14,71,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,17,0,0,0,3,0,1,0,0,6,71,0
tune.pk,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,6,1,0,1,0,0,17,58,0
couchtuner.eu.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,3,0,1,0,0,9,71,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,41,1,0,1,0,0,56,42,0
genius.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,19,0,0,0,1,0,1,0,0,7,101,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,2,0,1,0,0,0,71,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,2,0,1,2,3,1,2,0,0,19,51,0
tune.pk,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,11,0,0,0,1,0,1,0,0,7,83,0
thenextweb.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,5,0,0,0,1,0,1,0,0,9,59,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,8,0,1,0,0,16,94,0
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,10,0,1,0,1,3,1,0,0,10,121,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,11,0,0,0,1,0,1,0,0,4,81,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,8,0,1,0,1,2,1,0,0,15,90,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,6,79,0
genius.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,8,63,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,2,0,1,0,0,3,66,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,5,6,1,0,0,28,84,0
io9.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,1,11,0,0,0,1,0,1,0,0,8,65,0
gtbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,22,0,0,0,1,0,1,0,0,10,113,0
olx.co.id,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,2,2,3,1,0,0,2,73,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,2,1,0,0,0,82,0
allrecipes.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,3,0,1,0,2,1,1,0,0,6,67,0
rt.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,8,60,0
icicibank.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,6,0,1,0,2,1,1,0,0,17,74,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,5,2,0,1,0,0,12,81,0
tunein.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,4,0,0,0,1,0,1,0,0,30,53,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,51,1,0,1,0,0,67,53,0
wikiwiki.jp,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,48,1,0,1,0,0,37,79,0
maybank2u.com.my,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,3,4,1,0,0,7,111,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,9,74,0
mic.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,13,0,0,0,1,0,1,0,0,5,72,0
getpocket.com,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,2,3,2,1,0,1,78,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,5,4,0,1,0,0,26,77,0
iconosquare.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,0,71,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,59,2,1,2,0,0,73,118,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,8,108,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,2,0,1,0,0,3,67,0
